label,left_addressCountry,left_addressLocality,left_postalCode,left_streetAddress,right_addressCountry,right_addressLocality,right_postalCode,right_streetAddress
,EE,East Valentinaside,86682,Mihkel Well 135,AT,Leibnitz,,Pendlring 71
,NL,Grubbenvorst,1868 RZ,Johannasingel 43,NL,Sleen,,Linnbaan 30
,NL,2e Exloërmond,6794 GH,Vincebaan 98,AT,Völkermarkt,,John-Varga-Straße 113
,AT,Zistersdorf,7590,Rothstr. 97,NL,2e Exloërmond,,Vincebaan 98
,AT,Hainfeld,7929,Zettlplatz 114,NL,Angeren,,Daniweg 69
,AT,Sankt Pölten,2851,Timon-Ecker-Ring 43,NL,Voorburg,,Juulsteeg 36
,EE,East Tiiuton,54724,Rand Point 116,EE,East Sander,,Urb Point 70
,NL,Voorburg,8196 WK,Juulsteeg 36,AT,Innsbruck,,Leopold-Krainer-Platz 29
,NL,Lobith,5348 TT,Samsteeg 87,AT,Bärnbach,,Schiestlweg 58
,AT,Landeck,2308,Fitzstraße 14,NL,Wijnjewoude,,Keanosingel 76
,EE,Lake Dianastad,99041,Tatiana Viaduct 72,NL,Ansen,,Stefring 97
,NL,Makkum,2114 MG,Tarasteeg 102,AT,Oberpullendorf,,Weissplatz 30
,EE,Enebury,74120,Müür Park 111,AT,Retz,,Steinlechnerring 79
,AT,Kindberg,3707,Selena-Rohrer-Gasse 137,AT,Frohnleiten,,Reichmannweg 137
,NL,Deest,4644 TX,Mayastraat 90,AT,Frohnleiten,,Reichmannweg 137
,AT,Kufstein,2617,Dana-Edlinger-Straße 95,AT,Marchtrenk,,Hofstätterring 12
,AT,Purkersdorf,1916,Henrik-Reinprecht-Straße 8,AT,Wörgl,,Calvin-Mitter-Straße 50
,NL,Venhorst,1059 KC,Mikastraat 133,AT,Mautern an der Donau,,Isabella-Trinkl-Platz 135
,NL,Stiens,8173 CV,Lindseyhof 123,AT,Mistelbach an der Zaya,,Adamweg 34
,NL,IJsselham,7370 DH,Merelhof 1,EE,Lake Tõnushire,,Aivar Street 42
,AT,Leoben,7362,Konstantin-Koller-Ring 94,EE,Annaview,,Nadežda Spring 67
,AT,Marchtrenk,7718,Claire-Posch-Ring 75,AT,Baden,,Barbara-Mitterlehner-Gasse 123
,AT,Trieben,3252,Melisa-Werner-Straße 111,EE,East Juri,,Pavel Radial 80
,AT,Altheim,2279,Manuel-Schwendinger-Weg 5,NL,Blesdijke,,Carlijnsteeg 86
,AT,Feldkirchen,9505,Wirthstraße 27,AT,Enns,,Reischlstr. 110
,NL,Tonden,6650 HE,Sophiepad 68,EE,East Sergey,,Tarmo Lake 92
,AT,Schrems,6626,Matheo-Aschauer-Platz 119,NL,Egmond-Binnen,,Gerritring 67
,NL,Makkum,2114 MG,Tarasteeg 102,NL,Voorburg,,Juulsteeg 36
,EE,Elenafort,10405,Sergey Forge 83,NL,Nieuw-Weerdinge,,Deandreef 26
,AT,Pregarten,5773,Karoline-Horak-Gasse 146,NL,Deest,,Mayastraat 90
,AT,Waidhofen an der Thaya,5432,Wilfingerring 135,AT,Trieben,,Melisa-Werner-Straße 111
,AT,Kindberg,3707,Selena-Rohrer-Gasse 137,EE,Piretbury,,Laura Corners 45
,AT,Schrattenthal,5709,Elyas-Pieber-Gasse 121,AT,Mautern an der Donau,,Draxlergasse 17
,EE,North Tiinahaven,82365,Jekaterina Lake 44,AT,Dürnstein,,Grünwaldplatz 18
,AT,Radenthein,7127,Benjamin-Tischler-Platz 73,AT,Traun,,Igor-Grüner-Weg 111
,EE,Lake Dianastad,99041,Tatiana Viaduct 72,AT,Stockerau,,Salzmannplatz 32
,AT,Bruck an der Leitha,3820,Larissa-Eberharter-Ring 62,NL,Kerkrade,,Lilysingel 63
,NL,Bakhuizen,2328 GS,Meikelaan 31,AT,Jennersdorf,,Nikola-Schwab-Ring 3
,NL,Westerbroek,8337 QD,Fennasteeg 133,NL,Westerbroek,,Fennasteeg 133
,AT,Marchtrenk,4437,Hofstätterring 12,EE,West Sirjetown,,Kolk Stream 78
,AT,Gmunden,3043,Marie-Jung-Ring 148,AT,Stadtschlaining,,Lisa-Wöhrer-Straße 147
,AT,Wieselburg,8804,Alexandra-Hartl-Ring 8,AT,Dürnstein,,Grünwaldplatz 18
,AT,Enns,2160,Alara-Reif-Weg 88,AT,Dürnstein,,Grünwaldplatz 18
,AT,Baden,2908,Danilo-Mitterlehner-Gasse 113,NL,Westerhoven,,Sebastiaanhof 113
,AT,Mautern an der Donau,9776,Isabella-Trinkl-Platz 135,EE,Port Alekseiland,,Aino Plains 117
,NL,Uithoorn,9783 DD,Sebastiaanhof 142,AT,Sankt Valentin,,Cornelius-Mitterer-Ring 83
,EE,Elenafort,10405,Sergey Forge 83,AT,Kufstein,,Dana-Edlinger-Straße 95
,AT,Zistersdorf,7590,Rothstr. 97,EE,Tuulikstad,,Novikov Place 120
,AT,Schärding,6152,Sabine-Burtscher-Gasse 108,NL,Hidaard,,Jasperhof 106
,EE,Elenafort,10405,Sergey Forge 83,AT,Villach,,Verena-Riedmann-Straße 92
,EE,Tiitside,89287,Valentina Stravenue 16,EE,Viktormouth,,Kiil Parks 137
,NL,Wetsens,5380 XN,Zakarialaan 46,AT,Straßburg,,Pollakplatz 110
,NL,De Zilk,5250 EI,Sennalaan 52,NL,Venhorst,,Mikastraat 133
,AT,Bischofshofen,8418,Stögergasse 56,EE,East Sergey,,Tarmo Lake 92
,NL,IJsselham,7370 DH,Merelhof 1,NL,'s-Graveland,,Mikepad 33
,EE,Elenafort,10405,Sergey Forge 83,AT,Enns,,Reischlstr. 110
,AT,Wieselburg,8804,Alexandra-Hartl-Ring 8,EE,Reimanntown,,Mäesalu Locks 135
,NL,'s-Graveland,5492 CV,Mikepad 33,NL,De Zilk,,Sennalaan 52
,NL,Empe,5280 KE,Kayleighpad 142,AT,Wieselburg,,Alexandra-Hartl-Ring 8
,EE,Reimanntown,75020,Mäesalu Locks 135,AT,Frohnleiten,,Juliana-Kössler-Ring 18
,NL,Dreumel,5051 YZ,Stenpad 39,AT,Stadtschlaining,,Joshua-Holzmann-Ring 35
,NL,Bovenkarspel,1203 IS,Annemijnboulevard 149,AT,Traismauer,,Neumayerplatz 30
,AT,Hainfeld,7929,Zettlplatz 114,AT,Raabs an der Thaya,,Scharfstr. 101
,AT,Straßburg,8357,Pollakplatz 110,AT,Eggenburg,,Veronika-Himmelbauer-Straße 79
,EE,Pulkmouth,57994,Kalmus Trail 111,EE,Tuulikstad,,Novikov Place 120
,AT,Rottenmann,6888,Maida-Kocher-Straße 11,NL,Steenenkamer,,Livsteeg 9
,NL,Wehl,3890 QA,Martsingel 139,AT,Schrems,,Richard-Dorner-Weg 104
,NL,Oldenzijl,4196 EO,Felixstraat 76,EE,Vainmouth,,Aino Cape 70
,AT,Frohnleiten,1017,Juliana-Kössler-Ring 18,AT,Altheim,,Manuel-Schwendinger-Weg 5
,NL,Puttershoek,5658 QN,Rikstraat 122,AT,Gföhl,,Rosa-Sorger-Straße 82
,EE,Anneshire,31221,Rosenberg Crossroad 115,AT,Mautern an der Donau,,Isabella-Trinkl-Platz 135
,AT,Wolfsberg,8575,Laureen-Heindl-Gasse 109,NL,De Zilk,,Sennalaan 52
,EE,New Jelena,89190,Kristi Creek 38,EE,Gontšarovburgh,,Tiina Brooks 18
,AT,Gföhl,7399,Rosa-Sorger-Straße 82,AT,Neunkirchen,,Boris-Ladner-Platz 8
,EE,North Aivarstad,78822,Indrek Stream 2,AT,Gföhl,,Rosa-Sorger-Straße 82
,AT,Trieben,6473,Frida-Yilmaz-Gasse 127,AT,Frohnleiten,,Anita-Trattner-Straße 85
,NL,Krewerd,4410 NO,Simonring 120,EE,North Kristina,,Rätsep Mill 49
,EE,Piretbury,76255,Laura Corners 45,AT,Neulengbach,,Haasstr. 75
,AT,Retz,6077,Steinlechnerring 79,EE,East Tiiuton,,Rand Point 116
,AT,Landeck,2308,Fitzstraße 14,AT,Mank,,Voglring 145
,AT,Mürzzuschlag,8603,Tiffany-Wimmer-Weg 50,AT,Dürnstein,,Calvin-Kasper-Straße 46
,AT,Marchtrenk,4437,Hofstätterring 12,AT,Ternitz,,Blauensteinerweg 102
,AT,Enns,6783,Reischlstr. 110,AT,Fürstenfeld,,Marvin-Jahn-Straße 111
,AT,Leibnitz,5161,Pendlring 71,AT,Traun,,Igor-Grüner-Weg 111
,AT,Gföhl,7399,Rosa-Sorger-Straße 82,EE,Kozlovborough,,Paju Court 56
,AT,Waidhofen an der Ybbs,2963,Steinkellnergasse 54,EE,East Juri,,Pavel Radial 80
,NL,Hekelingen,8055 SW,Azraweg 17,AT,Mank,,Voglring 145
,EE,South Jaanuschester,93376,Ossipov Crossroad 139,EE,Kuuskmouth,,Olga Hollow 46
,AT,Bad Hall,9626,Voglerstr. 135,AT,Amstetten,,Waldnergasse 42
,AT,Stadtschlaining,9765,Lisa-Wöhrer-Straße 147,AT,Waidhofen an der Thaya,,Wilfingerring 135
,AT,Wieselburg,2431,Ellergasse 123,AT,Rottenmann,,Lara-Schön-Weg 67
,NL,Nieuwe Wetering,7551 DV,Fatimasteeg 138,NL,Farmsum,,Esmeeweg 105
,NL,Nieuwe Pekela,2569 KW,Rikdreef 97,AT,Marchtrenk,,Claire-Posch-Ring 75
,AT,Drosendorf-Zissersdorf 1,2067,Maurerstraße 58,NL,Broekhuizenvorst,,Milanlaan 109
,NL,Reeuwijk,9251 OB,Jurrering 133,NL,Kerkrade,,Lilysingel 63
,EE,Aderport,41550,Nikiforov Mountains 28,NL,Nieuwe Pekela,,Rikdreef 97
,NL,Kuitaart,8918 NH,Bastiaanpad 40,EE,West Triin,,Nõmmik Views 107
,AT,Schrattenthal,5709,Elyas-Pieber-Gasse 121,EE,Viksburgh,,Viktor Points 24
,EE,Langtown,76772,Anna Inlet 146,NL,Slijkenburg,,Joëlboulevard 47
,AT,Neunkirchen,3226,Boris-Ladner-Platz 8,AT,Althofen,,Pachlergasse 7
,EE,New Valentina,32408,Suvi Springs 104,EE,South Jüri,,Sarap Crest 87
,EE,West Anna,34769,Olga Key 51,NL,Loënga,,Nadiaring 94
,AT,Stadtschlaining,3202,Joshua-Holzmann-Ring 35,NL,Puttershoek,,Rikstraat 122
,NL,'s-Graveland,5492 CV,Mikepad 33,NL,Bovenkarspel,,Annemijnboulevard 149
,AT,Schwanenstadt,1006,Petra-Falkner-Straße 107,NL,Echteld,,Bilalring 122
,NL,Dreischor,3354 WO,Martdreef 99,EE,Andreiside,,Anne Stravenue 82
,NL,Blokzijl,8697 EV,Madeliefstraat 141,EE,Remmelview,,Nurk Forges 31
,NL,Mander,9197 HA,Mehmetstraat 86,NL,De Zilk,,Sennalaan 52
,EE,Langtown,76772,Anna Inlet 146,AT,Purbach am Neusiedler See,,Milo-Jauk-Ring 63
,AT,Frohnleiten,1017,Juliana-Kössler-Ring 18,NL,Makkum,,Noortjesteeg 33
,NL,Zeijerveen,5296 CJ,Mickring 114,AT,Poysdorf,,Reichlgasse 149
,EE,Annaview,19618,Aino Divide 11,EE,Jevgenifort,,Kadri Island 34
