row,original_id,field_name,original_value,varied_value,variation_type,entity_type,duplicate_id
110,b07ce4cb-bc28-4c8c-9e6a-0f46a893e447,serviceDepartmentName,Podiatric,Podiaatriline,Translation,ServiceDepartment,SD111
111,473d6d85-56d2-4bf9-9b82-7bb955fc6343,serviceDepartmentName,Gastroenterologic,Gastroenteroloogiline,Translation,ServiceDepartment,SD112
112,85bd8d14-3cd3-45dc-8368-557f39795e8c,serviceDepartmentName,Gynecologic,Women's Health,Alternate Naming,ServiceDepartment,SD113
15,ea4f44cf-eafd-480b-9ec8-633fb73888a4,postalCode,7229,7229 ,Postal Code Formatting Variations,Address,Ad_SD1
15,ea4f44cf-eafd-480b-9ec8-633fb73888a4,city,Litschau,Litscahu,City and Locality Name Variations,Address,Ad_SD1
16,60c36cdd-9937-4592-985a-eb983d9f3e80,text,Chris-Grünberger-Platz 54,Chris-Grünberger-Platz 54-1,Street Number Manipulation,Address,Ad_SD2
16,60c36cdd-9937-4592-985a-eb983d9f3e80,country,AT,Austria,Country Representation Variations,Address,Ad_SD2
16,60c36cdd-9937-4592-985a-eb983d9f3e80,postalCode,3867,3867 ,Postal Code Formatting Variations,Address,Ad_SD2
17,d35f581e-3648-431f-ae9e-8d0384983111,text,Raphael-Lengauer-Platz 79,Raphael-Lengauer-Platr 79,Street Name Manipulation,Address,Ad_SD77
17,d35f581e-3648-431f-ae9e-8d0384983111,postalCode,9664,9664 ,Postal Code Formatting Variations,Address,Ad_SD77
18,b9c4abb6-a6a9-4aab-ac81-1d57b2835bff,country,AT,Austria,Country Representation Variations,Address,Ad_SD4
18,b9c4abb6-a6a9-4aab-ac81-1d57b2835bff,city,Lienz,iLenz,City and Locality Name Variations,Address,Ad_SD4
19,853a9135-3ee2-451b-be88-c93319db1d7b,text,Katarina-Rohrer-Gasse 42,Katarina-Rohrer-Gasse 42A,Street Number Manipulation,Address,Ad_SD5
19,853a9135-3ee2-451b-be88-c93319db1d7b,city,Perg,Pegr,City and Locality Name Variations,Address,Ad_SD5
20,faa83536-d3d7-49d5-a430-1b871322439a,city,Schrattenthal,Schrattetnhal,City and Locality Name Variations,Address,Ad_SD6
20,faa83536-d3d7-49d5-a430-1b871322439a,postalCode,5842,5842 ,Postal Code Formatting Variations,Address,Ad_SD6
21,a4b0c73b-f74e-41a1-a2e5-b72606b9370b,city,Kindberg,Kindbegr,City and Locality Name Variations,Address,Ad_SD7
22,eb9fc88e-b877-4b59-9f3d-a6ae5295dcaf,text,Mati Inlet 51,Mate Inlet 51,Street Name Manipulation,Address,Ad_SD8
22,eb9fc88e-b877-4b59-9f3d-a6ae5295dcaf,country,EE,Estonia,Country Representation Variations,Address,Ad_SD8
23,ad82e067-ab35-4414-8ed2-b26b1fda2e53,text,Klaas Pine 145,Klaai Pine 145,Street Name Manipulation,Address,Ad_SD9
23,ad82e067-ab35-4414-8ed2-b26b1fda2e53,country,EE,Estonia,Country Representation Variations,Address,Ad_SD9
24,1c7bc6c8-d62f-4e8c-abca-09663eef04eb,country,EE,Estonia,Country Representation Variations,Address,Ad_SD10
25,da595d3e-a0fe-4e1b-b910-18255057df41,text,Kuus Passage 1,Kuus Passage 1B,Street Number Manipulation,Address,Ad_SD11
26,21ab9e3d-fdf4-4f09-bd87-d79311705ee3,country,EE,Estonia,Country Representation Variations,Address,Ad_SD12
27,eafe0d1f-6e79-4d5f-9314-70c8acb14314,text,Jefimov Locks 88,Jefimop Locks 88,Street Name Manipulation,Address,Ad_SD13
27,eafe0d1f-6e79-4d5f-9314-70c8acb14314,city,Lake Matiport,Lake aMtiport,City and Locality Name Variations,Address,Ad_SD13
27,eafe0d1f-6e79-4d5f-9314-70c8acb14314,postalCode,30371,3037 1,Postal Code Formatting Variations,Address,Ad_SD13
28,1ae3237f-aa88-4965-9654-7b4d317588ff,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD14
29,15f82b2f-bc89-4faf-8cf4-627782dcf736,city,Beinsdorp,Beisndorp,City and Locality Name Variations,Address,Ad_SD15
29,15f82b2f-bc89-4faf-8cf4-627782dcf736,postalCode,1040 RN,1040RN,Postal Code Formatting Variations,Address,Ad_SD15
29,15f82b2f-bc89-4faf-8cf4-627782dcf736,text,Lucashof 89,Lucashof 89-1,Street Number Manipulation,Address,Ad_SD15
30,100cfe80-2132-4c24-81b3-77bd59eae69a,text,Maritweg 143,Maritwek 143,Street Name Manipulation,Address,Ad_SD16
30,100cfe80-2132-4c24-81b3-77bd59eae69a,city,Den Dungen,Den Dunegn,City and Locality Name Variations,Address,Ad_SD16
31,e31b328e-3a32-4205-9e26-b29d8615ad73,city,Losser,oLsser,City and Locality Name Variations,Address,Ad_SD17
31,e31b328e-3a32-4205-9e26-b29d8615ad73,text,Sethring 78,Sethrine 78,Street Name Manipulation,Address,Ad_SD17
31,e31b328e-3a32-4205-9e26-b29d8615ad73,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD17
32,b2b5591a-9d7f-442b-85e2-b0787a3e9905,text,Kyaraweg 147,Kyaraweg 147B,Street Number Manipulation,Address,Ad_SD18
33,f2aaaaf0-e8eb-4ae2-9bc1-c77afa29fad9,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD19
33,f2aaaaf0-e8eb-4ae2-9bc1-c77afa29fad9,city,Mill,iMll,City and Locality Name Variations,Address,Ad_SD19
34,054efa50-4962-473b-a0f9-986ab2363b7e,text,Félineweg 114,Félinewep 114,Street Name Manipulation,Address,Ad_SD20
35,3b6b8130-f687-4f7a-b683-4a01bdb5ff1d,postalCode,1278 TQ,1278TQ,Postal Code Formatting Variations,Address,Ad_SD21
36,44cfc3ca-c3fa-4764-9fd8-a0ca3b036dfd,text,Rensring 147,Rensring 147-1,Street Number Manipulation,Address,Ad_SD22
36,44cfc3ca-c3fa-4764-9fd8-a0ca3b036dfd,postalCode,1965 WF,1965WF,Postal Code Formatting Variations,Address,Ad_SD22
36,44cfc3ca-c3fa-4764-9fd8-a0ca3b036dfd,city,Achterveld,Achterevld,City and Locality Name Variations,Address,Ad_SD22
37,2542cff6-0710-41c5-802e-3a7aa1515f1e,city,Beilen,Beilne,City and Locality Name Variations,Address,Ad_SD23
38,335be677-df1b-425e-af66-be879a4c2227,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD24
38,335be677-df1b-425e-af66-be879a4c2227,text,Nikkiweg 141,Nikkiweg 141A,Street Number Manipulation,Address,Ad_SD24
39,970ea1aa-c76f-48ae-adf3-d0246f88c633,text,Mirteweg 112,Mirtewex 112,Street Name Manipulation,Address,Ad_SD25
40,df66946a-0116-4168-bac8-a7602d5df04a,city,Elburg,lEburg,City and Locality Name Variations,Address,Ad_SD26
40,df66946a-0116-4168-bac8-a7602d5df04a,text,Ilseboulevard 58,Ilseboulevard 58B,Street Number Manipulation,Address,Ad_SD26
41,700e6a4f-2543-43f8-b349-f09340601a0d,postalCode,1088 FP,1088FP,Postal Code Formatting Variations,Address,Ad_SD27
41,700e6a4f-2543-43f8-b349-f09340601a0d,text,Colinbaan 105,Colinbaan 105A,Street Number Manipulation,Address,Ad_SD27
42,a7fd116e-d8f5-417f-85bd-ca63a100ba8f,text,Katepad 61,Katepad 61B,Street Number Manipulation,Address,Ad_SD28
43,929c8ac4-bf28-40fb-a8cb-2f6eee5e256e,postalCode,1392 BN,1392BN,Postal Code Formatting Variations,Address,Ad_SD29
44,eae9c546-446c-4893-89d3-cdb9ebb9aa72,text,Rikpad 149,Rikpan 149,Street Name Manipulation,Address,Ad_SD30
44,eae9c546-446c-4893-89d3-cdb9ebb9aa72,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD30
44,eae9c546-446c-4893-89d3-cdb9ebb9aa72,postalCode,6850 ER,6850ER,Postal Code Formatting Variations,Address,Ad_SD30
45,f67d2311-33a8-49fd-9091-6a5f97ad1730,text,Kaisingel 138,Kaisingec 138,Street Name Manipulation,Address,Ad_SD31
45,f67d2311-33a8-49fd-9091-6a5f97ad1730,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD31
46,317f1e9b-2ee6-416d-b51e-7fc8d6ab5c68,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD32
46,317f1e9b-2ee6-416d-b51e-7fc8d6ab5c68,text,Lunaring 21,Lunarins 21,Street Name Manipulation,Address,Ad_SD32
46,317f1e9b-2ee6-416d-b51e-7fc8d6ab5c68,city,Haringhuizen,Hairnghuizen,City and Locality Name Variations,Address,Ad_SD32
47,b41fdcad-e36a-4265-ae51-686507afe1c5,city,Emmeloord,Emmeloodr,City and Locality Name Variations,Address,Ad_SD33
47,b41fdcad-e36a-4265-ae51-686507afe1c5,postalCode,6368 NR,6368NR,Postal Code Formatting Variations,Address,Ad_SD33
48,69259d81-2a2e-4ea7-9834-aeaf0f332bab,text,Olafstraat 113,Olafstraat 113B,Street Number Manipulation,Address,Ad_SD34
49,5f7e3898-2ddb-4eff-9da7-2833e1bfbdfa,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD35
50,9883502e-7f32-4e78-a7fe-651efd8c2a6f,text,Suusbaan 58,Suusbaan 58B,Street Number Manipulation,Address,Ad_SD36
50,9883502e-7f32-4e78-a7fe-651efd8c2a6f,city,Goënga,Goënag,City and Locality Name Variations,Address,Ad_SD36
51,b31190b6-21e4-4b25-adb2-bb78765d13de,city,Oudemolen,Oudeomlen,City and Locality Name Variations,Address,Ad_SD37
52,c04bd397-54a9-4898-bcb7-b35d68298389,postalCode,8763 WJ,8763WJ,Postal Code Formatting Variations,Address,Ad_SD38
52,c04bd397-54a9-4898-bcb7-b35d68298389,text,Emirring 54,Emirrinp 54,Street Name Manipulation,Address,Ad_SD38
52,c04bd397-54a9-4898-bcb7-b35d68298389,city,Anerveen,nAerveen,City and Locality Name Variations,Address,Ad_SD38
53,25b09e48-1ca1-4fa7-83b8-bbaa7e24238e,city,Zandpol,Zandopl,City and Locality Name Variations,Address,Ad_SD39
53,25b09e48-1ca1-4fa7-83b8-bbaa7e24238e,postalCode,3393 KY,3393KY,Postal Code Formatting Variations,Address,Ad_SD39
54,45baf444-bb7e-41bf-9b2f-fda39f013834,postalCode,2406 DQ,2406DQ,Postal Code Formatting Variations,Address,Ad_SD40
55,b098a39f-12e9-43c1-a33a-812367ac9755,city,Woltersum,oWltersum,City and Locality Name Variations,Address,Ad_SD41
55,b098a39f-12e9-43c1-a33a-812367ac9755,postalCode,7527 KK,7527KK,Postal Code Formatting Variations,Address,Ad_SD41
56,fbfa7549-13ee-4ee8-950e-18400e60f583,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD42
56,fbfa7549-13ee-4ee8-950e-18400e60f583,city,IJsselstein,IJsslestein,City and Locality Name Variations,Address,Ad_SD42
57,db03dadf-a10f-4588-b1e1-9146f654f453,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD43
57,db03dadf-a10f-4588-b1e1-9146f654f453,postalCode,2678 UN,2678UN,Postal Code Formatting Variations,Address,Ad_SD43
58,055c64dd-e478-40a6-9368-e0d60b46b634,text,Corneliahof 35,Corneliahov 35,Street Name Manipulation,Address,Ad_SD44
58,055c64dd-e478-40a6-9368-e0d60b46b634,postalCode,2967 UN,2967UN,Postal Code Formatting Variations,Address,Ad_SD44
59,c78ad66d-4a9b-4c00-992e-dd37379c05da,text,Jesselaan 86,Jesselaan 86B,Street Number Manipulation,Address,Ad_SD45
59,c78ad66d-4a9b-4c00-992e-dd37379c05da,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD45
60,b366dcbc-abbf-4882-affa-0875e4a7c828,text,Timboulevard 130,Timboulevard 130A,Street Number Manipulation,Address,Ad_SD46
60,b366dcbc-abbf-4882-affa-0875e4a7c828,postalCode,6148 FA,6148FA,Postal Code Formatting Variations,Address,Ad_SD46
60,b366dcbc-abbf-4882-affa-0875e4a7c828,city,Lunteren,uLnteren,City and Locality Name Variations,Address,Ad_SD46
61,d693bf11-7721-4931-9734-2123e3ed9637,postalCode,9369 CH,9369CH,Postal Code Formatting Variations,Address,Ad_SD47
62,35152cba-ec4f-46ab-aa07-cfddee9cee1f,text,Elizaweg 94,Elizawez 94,Street Name Manipulation,Address,Ad_SD48
62,35152cba-ec4f-46ab-aa07-cfddee9cee1f,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD48
63,d2865c01-77f7-4d19-8ee5-ddf0d996f125,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD49
64,93a7468c-10c1-4f57-bed6-8dc13265b5b3,text,Finnbaan 52,Finnbaai 52,Street Name Manipulation,Address,Ad_SD50
65,94e5efab-8e36-47af-b1c2-d7b2ed384c44,postalCode,2535 FY,2535FY,Postal Code Formatting Variations,Address,Ad_SD51
65,94e5efab-8e36-47af-b1c2-d7b2ed384c44,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD51
65,94e5efab-8e36-47af-b1c2-d7b2ed384c44,text,Robinsteeg 109,Robinsteeg 109B,Street Number Manipulation,Address,Ad_SD51
66,f01688e4-b43b-4ab8-802b-7d666abb6f15,text,Silstraat 6,Silstraav 6,Street Name Manipulation,Address,Ad_SD52
66,f01688e4-b43b-4ab8-802b-7d666abb6f15,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD52
67,358d3e42-ed1e-454f-9fb7-86f4f61ed233,country,AT,Austria,Country Representation Variations,Address,Ad_SD53
67,358d3e42-ed1e-454f-9fb7-86f4f61ed233,postalCode,8549,8549 ,Postal Code Formatting Variations,Address,Ad_SD53
67,358d3e42-ed1e-454f-9fb7-86f4f61ed233,text,Gärtnerstr. 91,Gärtnerstr. 91B,Street Number Manipulation,Address,Ad_SD53
68,62fe8d68-95f4-4a1f-a1d2-92ab36f4851f,postalCode,8231,8231 ,Postal Code Formatting Variations,Address,Ad_SD54
68,62fe8d68-95f4-4a1f-a1d2-92ab36f4851f,text,Engelring 10,Engelring 10B,Street Number Manipulation,Address,Ad_SD54
69,98e63241-243f-4229-ace4-8fdc68d60b08,postalCode,6073,6073 ,Postal Code Formatting Variations,Address,Ad_SD55
70,bc67b332-a89d-4114-9841-c24912882f60,postalCode,1357,1357 ,Postal Code Formatting Variations,Address,Ad_SD56
70,bc67b332-a89d-4114-9841-c24912882f60,text,Anabella-Hartl-Gasse 91,Anabella-Hartl-Gasse 91A,Street Number Manipulation,Address,Ad_SD56
70,bc67b332-a89d-4114-9841-c24912882f60,country,AT,Austria,Country Representation Variations,Address,Ad_SD56
71,6a2ca004-0465-46d5-a086-f2af3059c498,text,Luisa-Stöckl-Ring 60,Luisa-Stöckl-Ring 60A,Street Number Manipulation,Address,Ad_SD57
71,6a2ca004-0465-46d5-a086-f2af3059c498,postalCode,7486,7486 ,Postal Code Formatting Variations,Address,Ad_SD57
71,6a2ca004-0465-46d5-a086-f2af3059c498,city,Voitsberg,Viotsberg,City and Locality Name Variations,Address,Ad_SD57
72,09fa0833-e2fe-46d1-8b64-acd73331cc05,postalCode,3169,3169 ,Postal Code Formatting Variations,Address,Ad_SD58
72,09fa0833-e2fe-46d1-8b64-acd73331cc05,city,Langenlois,Lagnenlois,City and Locality Name Variations,Address,Ad_SD58
72,09fa0833-e2fe-46d1-8b64-acd73331cc05,text,Anabella-Klug-Ring 92,Anabella-Klug-Ring 92A,Street Number Manipulation,Address,Ad_SD58
73,3e903735-4716-4271-b69c-39b9a73d23a6,postalCode,7071,7071 ,Postal Code Formatting Variations,Address,Ad_SD59
73,3e903735-4716-4271-b69c-39b9a73d23a6,city,Langenlois,Lnagenlois,City and Locality Name Variations,Address,Ad_SD59
74,425aaf83-4eaa-4a65-942f-4290d7bda791,text,Beatrice-Aschauer-Gasse 40,Beatrice-Aschauer-Gassm 40,Street Name Manipulation,Address,Ad_SD60
74,425aaf83-4eaa-4a65-942f-4290d7bda791,country,AT,Austria,Country Representation Variations,Address,Ad_SD60
75,47006868-578e-451a-8a99-908598f1d552,postalCode,5885,5885 ,Postal Code Formatting Variations,Address,Ad_SD61
75,47006868-578e-451a-8a99-908598f1d552,city,Oberpullendorf,Oberpullendrof,City and Locality Name Variations,Address,Ad_SD61
75,47006868-578e-451a-8a99-908598f1d552,country,AT,Austria,Country Representation Variations,Address,Ad_SD61
76,269dc3b6-c740-43ac-b14f-7e995a24e786,text,Jurrelaan 50,Jurrelnan 50,Street Name Manipulation,Address,Ad_SD62
77,5768ba9a-1fa9-4bd6-af25-cbe207fe7ec8,text,Joeyboulevard 98,Joeybyulevard 98,Street Name Manipulation,Address,Ad_SD63
77,5768ba9a-1fa9-4bd6-af25-cbe207fe7ec8,city,Ulrum,lrum,City and Locality Name Variations,Address,Ad_SD63
78,71494031-67ef-4e9e-803f-00347399a177,postalCode,9277 GF,9277GF,Postal Code Formatting Variations,Address,Ad_SD64
78,71494031-67ef-4e9e-803f-00347399a177,country,Netherlands,Austria,Country Representation Variations,Address,Ad_SD64
79,406ec398-9a4a-4a9c-a735-a17352ec0382,text,Chloélaan 150A,Cbloélaan 150A,Street Name Manipulation,Address,Ad_SD65
79,406ec398-9a4a-4a9c-a735-a17352ec0382,postalCode,9819 EB,9819EB,Postal Code Formatting Variations,Address,Ad_SD65
80,9f78299c-b9a9-4a03-bf8d-c9f2e3a10464,country,Netherlands,Austria,Country Representation Variations,Address,Ad_SD66
80,9f78299c-b9a9-4a03-bf8d-c9f2e3a10464,city,Eext,Eet,City and Locality Name Variations,Address,Ad_SD66
81,eee13dc0-e1e4-49cf-8dba-6d8f7ab8572c,text,Timosingel 89,Timosingel 89A,Street Number Manipulation,Address,Ad_SD67
83,2985c817-a937-4c86-9f40-ec4712d527a0,text,Barthof 44,Borthof 44,Street Name Manipulation,Address,Ad_SD69
84,c3629df7-6898-4668-9f18-1e4f394e61fe,text,Elikboulevard 29,Elikboulevard 29B,Street Number Manipulation,Address,Ad_SD70
84,c3629df7-6898-4668-9f18-1e4f394e61fe,city,Tiel,Til,City and Locality Name Variations,Address,Ad_SD70
85,a775cc44-ee07-4366-8d2f-e15174c88f42,city,Norden,orden,City and Locality Name Variations,Address,Ad_SD71
86,f1521976-65d6-4b7f-8f9a-fd63236e747e,postalCode,4009 AY,4009AY,Postal Code Formatting Variations,Address,Ad_SD72
86,f1521976-65d6-4b7f-8f9a-fd63236e747e,text,Saarbaan 80,Saarbaan 80B,Street Number Manipulation,Address,Ad_SD72
87,02299f58-9071-414d-b4f2-ba8e32fa6380,postalCode,6019 MI,6019MI,Postal Code Formatting Variations,Address,Ad_SD73
87,02299f58-9071-414d-b4f2-ba8e32fa6380,country,Netherlands,Austria,Country Representation Variations,Address,Ad_SD73
88,a2c1e1d4-131b-4956-872a-5ac130c97d34,country,Netherlands,Austria,Country Representation Variations,Address,Ad_SD74
88,a2c1e1d4-131b-4956-872a-5ac130c97d34,city,Njeholtpade,Njeholpade,City and Locality Name Variations,Address,Ad_SD74
89,f3e50e26-2e07-4578-8e4b-b53cf3dacf72,text,Evipad 110,Evipad 110A,Street Number Manipulation,Address,Ad_SD75
90,5a8fe4b2-8ffd-4977-85b8-93b04d36c61a,postalCode,3713 EU,3713EU,Postal Code Formatting Variations,Address,Ad_SD76
92,c77239f2-2d47-40cc-a5c5-063d4c444d95,country,AT,Austria,Country Representation Variations,Address,Ad_SD78
92,c77239f2-2d47-40cc-a5c5-063d4c444d95,city,Radstadt,Radtadt,City and Locality Name Variations,Address,Ad_SD78
93,8057b537-92ec-41d0-b2bb-8a67ec5b03af,city,Gerasdorf bei Wien,Gerasdorf bei Wen,City and Locality Name Variations,Address,Ad_SD79
94,f95cad47-3b5a-4257-a195-ace68506d5ba,city,Friedbrg,Fiedbrg,City and Locality Name Variations,Address,Ad_SD80
95,022c88c0-b563-446c-9cbf-0c64c039c71e,city,Linz,Lnz,City and Locality Name Variations,Address,Ad_SD81
96,4a8b2fae-6209-41c3-afb6-88bbe3a56430,city,Oudwoude,Ouwoude,City and Locality Name Variations,Address,Ad_SD82
97,7c5246f1-8fe5-475b-b771-877e141e39e7,text,Marinusstraat 115,Marinusstraat 115A,Street Number Manipulation,Address,Ad_SD83
98,0e8cff18-9e9d-4b77-ba34-b580eda0a0af,city,Pernis Rotterdam,PernisRotterdam,City and Locality Name Variations,Address,Ad_SD84
99,6f30a7a2-5853-40c4-b053-7fbb2bcdacf3,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD85
100,603fa8f0-1549-4dee-830b-4d6d9575d095,text,Puckboulevard 64,Pukkboulevard 64,Street Name Manipulation,Address,Ad_SD86
101,b9d2aef5-0fd2-4271-b440-d4eb03ed8da8,text,Jefsweg 69,Jefsweg 69A,Street Number Manipulation,Address,Ad_SD87
101,b9d2aef5-0fd2-4271-b440-d4eb03ed8da8,city,Nispen,Nspen,City and Locality Name Variations,Address,Ad_SD87
102,daac3c58-e266-44c0-9848-d32e65f628ac,country,NL,Netherlands,Country Representation Variations,Address,Ad_SD88
102,daac3c58-e266-44c0-9848-d32e65f628ac,city,Warmond,armond,City and Locality Name Variations,Address,Ad_SD88
103,43419ace-febd-4b72-ae24-df89e9c5c130,city,Barendrecht,Barendrcht,City and Locality Name Variations,Address,Ad_SD89
15,42f81126-6c2c-40a7-a4e9-031675f80092,availableLanguage,"['de', 'en']","['German', 'English']",Language Representation Variation,ContactPoint,CP_SD1
15,42f81126-6c2c-40a7-a4e9-031675f80092,email,Robinson.Midwifery@dept.healthcare.org,Robinson.Midwiiery@dept.healthcare.org,Email Typo,ContactPoint,CP_SD1
15,42f81126-6c2c-40a7-a4e9-031675f80092,fax,001-889-320-4978x96373,001-8898320-4978x96373,Fax Number Typo,ContactPoint,CP_SD1
16,d41cc2bc-e335-4f8b-91d5-6acf680fe5e2,email,Robinson.Respiratory@dept.healthcare.org,Robijson.Respiratory@dept.healthcare.org,Email Typo,ContactPoint,CP_SD2
17,74286356-3c91-4458-a4b2-7e8301cbd9c2,email,Robinson.Obstetric@dept.healthcare.org,Robinson.Obstttric@dept.healthcare.org,Email Typo,ContactPoint,CP_SD3
17,74286356-3c91-4458-a4b2-7e8301cbd9c2,phone,319.544.6541x9175,309.544.6541x9175,Phone Number Typo,ContactPoint,CP_SD3
17,74286356-3c91-4458-a4b2-7e8301cbd9c2,availableLanguage,"['de', 'en']","['German', 'English']",Language Representation Variation,ContactPoint,CP_SD3
18,091523be-650f-4375-a0fc-01e2bcd635cc,email,Robinson.Neurologic@dept.healthcare.org,Robinyon.Neurologic@dept.healthcare.org,Email Typo,ContactPoint,CP_SD4
19,b5eca796-dc5f-4db7-87b5-2a8b0af01e69,phone,+1-491-974-9486x23198,+7-491-974-9486x23198,Phone Number Typo,ContactPoint,CP_SD5
20,5536212a-58d7-46da-8f01-3f4e73961f8e,phone,566-904-3319x238,566-904-3519x238,Phone Number Typo,ContactPoint,CP_SD6
20,5536212a-58d7-46da-8f01-3f4e73961f8e,availableLanguage,"['de', 'en']","['German', 'English']",Language Representation Variation,ContactPoint,CP_SD6
21,c6d82ceb-a1ac-4d49-8d4d-daab72824622,availableLanguage,['de'],['German'],Language Representation Variation,ContactPoint,CP_SD7
21,c6d82ceb-a1ac-4d49-8d4d-daab72824622,email,Robinson.Renal@dept.healthcare.org,Rnbinson.Renal@dept.healthcare.org,Email Typo,ContactPoint,CP_SD7
22,c784499d-6909-4290-9496-a305314a332e,availableLanguage,['et'],['Estonian'],Language Representation Variation,ContactPoint,CP_SD8
22,c784499d-6909-4290-9496-a305314a332e,phone,(813)857-7256,(813)897-7256,Phone Number Typo,ContactPoint,CP_SD8
23,24fa9196-f801-4987-8008-cccf565e5ae7,availableLanguage,['et'],['Estonian'],Language Representation Variation,ContactPoint,CP_SD9
23,24fa9196-f801-4987-8008-cccf565e5ae7,email,Mcneil.Diet@dept.healthcare.org,Mcneid.Diet@dept.healthcare.org,Email Typo,ContactPoint,CP_SD9
23,24fa9196-f801-4987-8008-cccf565e5ae7,fax,+1-527-660-1015,+1-527-060-1015,Fax Number Typo,ContactPoint,CP_SD9
24,2a630fd1-71cf-439d-aa1f-ff41af1b7013,fax,741-463-4637,741-463-4677,Fax Number Typo,ContactPoint,CP_SD10
25,e16e3336-77b1-4e21-bccc-c53ac36a4162,phone,001-645-542-2375x0579,001-645-542-2315x0579,Phone Number Typo,ContactPoint,CP_SD11
26,84ddf869-b816-4f1a-9677-013ba8e19b83,availableLanguage,"['et', 'en']","['Estonian', 'English']",Language Representation Variation,ContactPoint,CP_SD12
26,84ddf869-b816-4f1a-9677-013ba8e19b83,email,Mcneil.Pediatric@dept.healthcare.org,Mcneil.qediatric@dept.healthcare.org,Email Typo,ContactPoint,CP_SD12
27,eb5d11e8-b6d2-4ba9-a517-3d1cf7fc0bd9,availableLanguage,['et'],['Estonian'],Language Representation Variation,ContactPoint,CP_SD13
27,eb5d11e8-b6d2-4ba9-a517-3d1cf7fc0bd9,fax,313-453-6095x2271,313-453-609552271,Fax Number Typo,ContactPoint,CP_SD13
28,7df8b7f0-44a1-44d0-96df-fc21b1c2ed56,email,Peck.Podiatric@dept.healthcare.org,Peqk.Podiatric@dept.healthcare.org,Email Typo,ContactPoint,CP_SD14
28,7df8b7f0-44a1-44d0-96df-fc21b1c2ed56,phone,+3140-4154353,+3140-4154313,Phone Number Typo,ContactPoint,CP_SD14
29,80082244-1ac5-443b-b7dd-3c21e618d25d,email,Peck.Speech@dept.healthcare.org,Pech.Speech@dept.healthcare.org,Email Typo,ContactPoint,CP_SD15
29,80082244-1ac5-443b-b7dd-3c21e618d25d,fax,038-9317356,032-9317356,Fax Number Typo,ContactPoint,CP_SD15
30,66ab247a-75fe-400c-8407-32b4ef1772f4,fax,(0921)-163416,(0991)-163416,Fax Number Typo,ContactPoint,CP_SD16
31,a7486875-29bd-4604-bed2-7848c6950d85,phone,+3118 9245783,+3118 9245773,Phone Number Typo,ContactPoint,CP_SD17
31,a7486875-29bd-4604-bed2-7848c6950d85,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD17
32,49556582-7e54-4d03-aef4-2592ec1c6fe4,availableLanguage,['nl'],['Dutch'],Language Representation Variation,ContactPoint,CP_SD18
32,49556582-7e54-4d03-aef4-2592ec1c6fe4,email,Peck.Infectious@dept.healthcare.org,Peck.Infectkous@dept.healthcare.org,Email Typo,ContactPoint,CP_SD18
32,49556582-7e54-4d03-aef4-2592ec1c6fe4,fax,+31417-201745,+31717-201745,Fax Number Typo,ContactPoint,CP_SD18
33,047595fb-338b-4372-a00c-ea03b7d52dce,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD19
33,047595fb-338b-4372-a00c-ea03b7d52dce,fax,0621 208435,0621 408435,Fax Number Typo,ContactPoint,CP_SD19
34,a1fa46f3-4668-4cdd-b5f9-8f4110a15299,email,Peck.Radiography@dept.healthcare.org,Pejk.Radiography@dept.healthcare.org,Email Typo,ContactPoint,CP_SD20
34,a1fa46f3-4668-4cdd-b5f9-8f4110a15299,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD20
35,0aa1ee6f-1b04-4aa4-a3f3-3d5519248947,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD21
35,0aa1ee6f-1b04-4aa4-a3f3-3d5519248947,phone,+31996 776098,+319964776098,Phone Number Typo,ContactPoint,CP_SD21
35,0aa1ee6f-1b04-4aa4-a3f3-3d5519248947,email,Peck.Rheumatologic@dept.healthcare.org,Pecu.Rheumatologic@dept.healthcare.org,Email Typo,ContactPoint,CP_SD21
36,5aa970d9-801a-4ff7-a6cd-d662c4e813db,availableLanguage,"['nl', 'en']","['Dutch', 'English']",Language Representation Variation,ContactPoint,CP_SD22
36,5aa970d9-801a-4ff7-a6cd-d662c4e813db,fax,(099) 9073342,(099) 9073842,Fax Number Typo,ContactPoint,CP_SD22
