label,left_availableLanguage,left_contactType,left_email,left_faxNumber,left_telephone,right_availableLanguage,right_contactType,right_email,right_faxNumber,right_telephone
,"['et', 'en']",Administrative,Fisher@healthcare.org,873.957.6070,318.777.2785x2646,['de'],Appointments,Guerrero.Publiic@dept.healthcare.org,(289)805-1688,442-706-5159x5631
,"['de', 'en']",Emergency,Williams.Public@dept.healthcare.org,+1-801-626-6923x81006,369.274.0297,"['nl', 'en']",Appointments,PriceRobinson.Obstetric@dept.healthcare.nl,0879 859362,(031)-9509423
,"['de', 'en']",Referrals,Cook.Anesthesia@dept.healthcare.org,220-594-6820x8668,+1-981-413-7263x57452,"['de', 'en']",Referrals,Cook.nAesthesia@dept.healthcare.org,220-594-6820x8668,+1-981-413-7263x57452
,"['de', 'en']",General Inquiries,Guerrero@healthcare.org,+1-714-487-8674x238,(227)990-6196x5387,"['nl', 'en']",Appointments,FaulknerHoward.Midwifery@dept.healthcare.nl,(0695) 410390,(046)-8811970
,"['de', 'en']",Information,Guerrero.Dermatology@dept.healthcare.org,001-401-487-4899x431,(654)801-0577x23112,"['nl', 'en']",Information,BuckBurkeP.ulmonary@dept.healthcare.org,+31300-477006,0520 195182
,"['et', 'en']",Appointments,Carter.Cardiovascular@dept.healthcare.org,504.730.3584x06533,(576)959-0019x977,['et'],hÃ¤daolukord,Green.Anesthesia@dept.healthcare.org,+1-559-731-8734x648,592-453-2482x89177
,['de'],Appointments,Newton.Emergency@dept.healthcare.org,001-656-365-7299x03631,923-433-4113x710,"['et', 'en']",Staff,Fimsher.Public@dept.healthcare.org,+1-559-950-7694,(383)248-6763
,['et'],Billing,LongMartinez@healthcare.org,001-408-608-6259x118,(492)964-8022,['de'],Information,Obrien.Hematologic@dept.healthcare.org,001-566-292-2396,+1-342-322-0338x1177
,['nl'],Appointments,ValenciaThomas.Otolaryngologic@dept.healthcare.org,(064) 3422451,(0563) 689219,"['et', 'en']",Emergency,Fishe.Cardiovascular@dept.healthcare.org,836.719.9370x31554,(969)675-0117x4387
,"['et', 'en']",Information,LongMartinez.Physiotherapy@dept.healthcare.org,(849)440-4525x5757,(995)800-1949x4682,['de'],Information,Garcia.Podiatric@dept.healthcare.de,(629)287-1395,672.893.9656
,"['de', 'en']",Information,Newton.Toxicologic@dept.healthcare.org,(560)592-1070,656-723-1695,['nl'],Appointments,Riggs.Plastic@dept.healthcare.nl,+31(0)10-7644694,(008) 1065335
,['de'],Referrals,Williams.Speech@dept.healthcare.org,492-377-0952x6042,001-616-747-4060x712,"['de', 'en']",Information,ReedFry.Radiography@dept.healthcare.org,(538)271-1821x53945,(834)636-1216x51002
,"['de', 'en']",Staff,Garcia.Primary@dept.healthcare.org,8263505589,416.261.9485,['de'],Billing,Smith@healthcare.de,+1-287-409-1662,+1-862-637-6254x25660
,['nl'],Information,PriceRobinson.Gastroenterologic@dept.healthcare.org,+31664-381415,(0945) 365865,"['de', 'en']",Emergency,Willliams.Public@dept.healthcare.org,+1-801-626-6923x81006,369.274.0297
,"['nl', 'en']",Referrals,Lam.Urologic@dept.healthcare.org,+31(0)840-500035,+31(0)888 996052,['de'],Information,Obrien.Hematologic@dept.healthcare.org,001-566-292-2396,+1-342-322-0338x1177
,['et'],Appointments,Arnold.Geriatric@dept.healthcare.org,287-722-8674,001-571-361-8056,['de'],Termine,Smith.Primary@dept.healthcare.org,925-477-8162,243.280.8708
,['nl'],Staff,SantanaShaw.Urologic@dept.healthcare.org,+31326 713312,(079) 4630887,"['et', 'en']",Referrals,LongMartienz.Hematologic@dept.healthcare.org,001-861-780-8548x852,8724383779
,['de'],Information,Garcia.Gynecologic@dept.healthcare.org,708.746.3819,(891)563-5112x43236,"['nl', 'en']",Referrals,Nash.Neurologic@dept.healthcare.nl,+31(0)67-3412904,+31(0)903-976622
,['de'],Billing,Smith@healthcare.org,+1-287-409-1662,+1-862-637-6254x25660,"['et', 'en']",Billing,Austin@healthcare.et,8826759451,416-588-2223
,"['de', 'en']",Appointments,Smith.Community@dept.healthcare.org,(990)864-4884,(368)683-7733,['de'],Termine,ReedFry.Pediatric@dept.healthcare.org,998.575.7524x3580,001-531-706-4992x229
,['et'],Appointments,Green.Diet@dept.healthcare.org,+1-847-979-5417x21848,+1-402-781-6459x305,['et'],Billing,LongMartinez@healthcare.et,001-408-608-6259x118,(492)964-8022
,"['nl', 'en']",Emergency,Riggs.Primary@dept.healthcare.org,0724-240035,0426-963913,['et'],Staff,LongMartinez.Respiratory@dept.healthcare.et,(872)381-7936x662,346.622.0231
,"['de', 'en']",Staff,Smith.Rheumatologic@dept.healthcare.org,+1-607-584-5704x04432,731-869-9906,['de'],Ãberweisungen,Williams.Dentistry@dept.healthcare.org,+1-589-928-6405x208,001-318-412-2405
,"['et', 'en']",Referrals,LongMartinez.Hematologic@dept.healthcare.org,001-861-780-8548x852,8724383779,['de'],Referrals,Cook.Urologic@dept.healthcare.de,001-422-797-1434,001-352-890-0420
,['de'],Appointments,Williams.Emergency@dept.healthcare.org,(894)778-0476x370,713-613-7306,['et'],Staff,LngMartinez.Primary@dept.healthcare.org,286.250.6068,819.719.8417
,['et'],Appointments,Brady.Cardiovascular@dept.healthcare.org,+1-829-821-2282,+1-245-243-6001x29592,"['et', 'en']",Referrals,Daniel.Neurologic@dept.healthcare.et,7762925773,876-767-5502x71852
,['nl'],Information,Nash.Pharmacy@dept.healthcare.org,+31(0)585-898643,+3168-2180831,['nl'],Appointments,ValenciaThomas.Otolaryngologic@dept.healthcare.nl,(064) 3422451,(0563) 689219
,"['et', 'en']",Information,Arnold.Obstetric@dept.healthcare.org,+1-222-594-2249,+1-514-546-9752x519,"['de', 'en']",Emergency,LopezKey.Musculoskeletal@dept.healthcare.de,732-472-5372x18997,(676)926-3634x12755
,"['de', 'en']",Emergency,Baker.Cardiovascular@dept.healthcare.org,+1-347-793-9685x69840,(910)368-8779x391,"['et', 'en']",Information,Bishop.Otolarynglogic@dept.healthcare.org,+1-223-450-5181x3575,262.804.0716
,"['et', 'en']",Billing,Austin@healthcare.org,8826759451,416-588-2223,['nl'],verwijzingen,ValenciaThomas.Pulmonary@dept.healthcare.org,(041)-7298482,+3115-3711172
,['et'],General Inquiries,Arnold@healthcare.org,795-239-8522,600.540.4943x8856,['de'],Termine,Smith.Primary@dept.healthcare.org,925-477-8162,243.280.8708
,['de'],Information,Williams.Toxicologic@dept.healthcare.org,779-474-3605,381-716-0035x63569,"['de', 'en']",Referrals,Cook.nAesthesia@dept.healthcare.org,220-594-6820x8668,+1-981-413-7263x57452
,['nl'],General Inquiries,Lam@healthcare.org,+31(0)33-4088601,(0844)-301912,['de'],Abrechnung,Smith@healthcare.org,4353574485,001-604-450-9322x7175
,['de'],Referrals,Williams.Dentistry@dept.healthcare.org,+1-589-928-6405x208,001-318-412-2405,"['et', 'en']",Staff,Mathis.Caridovascular@dept.healthcare.org,3048290745,001-713-521-4775x023
,['de'],Staff,Garcia.Midwifery@dept.healthcare.org,001-224-907-5758x349,(825)518-9729,"['nl', 'en']",Administrative,SantanaaShaw@healthcare.org,(000) 2489451,+31634 896769
,"['nl', 'en']",Information,BuckBurke.Pulmonary@dept.healthcare.org,+31300-477006,0520 195182,['de'],General Inquiries,GibbReese@healthcare.org,402.484.0065x2822,7863408115
,['et'],Staff,Austin.Rheumatologic@dept.healthcare.org,(890)673-4942x31631,(403)407-5452x6468,"['nl', 'en']",Information,Riggs.Dentihstry@dept.healthcare.org,+31(0)350-019861,(0098) 416565
,['nl'],General Inquiries,WilliamsWilliams@healthcare.org,+31919-155875,+31(0)163 968373,"['nl', 'en']",personeel,BuckBurke.Laboratory@dept.healthcare.org,+31610-043398,0565-447879
,['et'],Emergency,Arnold.Musculoskeletal@dept.healthcare.org,(332)813-4408,694.435.5416x81863,"['nl', 'en']",Appointments,BuckBurke.Laboratory@dept.healthcare.nl,+3130 4299423,(097)-6025894
,"['nl', 'en']",Referrals,Nash.Neurologic@dept.healthcare.org,+31(0)67-3412904,+31(0)903-976622,['de'],Notfall,Williams.Gastroenterologic@dept.healthcare.org,319-438-1357,(844)892-6012
,['et'],Appointments,Brady.Cardiovascular@dept.healthcare.org,+1-829-821-2282,+1-245-243-6001x29592,"['de', 'en']",Appointments,Guerrero.Toxiclogic@dept.healthcare.org,653-707-5799x3855,278.430.0803x602
,"['nl', 'en']",Appointments,Chan.Rheumatologic@dept.healthcare.org,0759-981290,+31(0)73 0808776,['et'],Appointments,Brady.Cardioovascular@dept.healthcare.org,+1-829-821-2282,+1-245-243-6001x29592
,['nl'],Appointments,PriceRobinson.Emergency@dept.healthcare.org,057-9567127,+31298-978166,"['et', 'en']",Appointments,Garrett.Otolaryhngologic@dept.healthcare.org,802-509-8453,3928436755
,"['de', 'en']",Referrals,Johnson.Gynecologic@dept.healthcare.org,(704)280-9843x0781,+1-684-878-6942,"['de', 'en']",Emergency,Smth.Midwifery@dept.healthcare.org,001-688-531-1568,001-868-851-8970x3860
,"['nl', 'en']",Appointments,Nash.Anesthesia@dept.healthcare.org,(0083) 787995,040 0925263,"['de', 'en']",Referrals,ReedFry.Midwifery@dept.healthcare.de,+1-654-297-7018,(206)249-1658x8042
,['nl'],Appointments,WilliamsWilliams.Infectious@dept.healthcare.org,(0417) 241258,+31(0)559-254972,['et'],Information,Daniel.Dentistry@dept.healthcare.et,(203)528-0312,507-800-2072
,['et'],Information,Bishop.Toxicologic@dept.healthcare.org,+1-255-648-9935x721,+1-690-269-6830x2873,['de'],Referrals,GibbsReese.Iwnfectious@dept.healthcare.org,(674)609-2621,339.362.3101
,"['nl', 'en']",Referrals,ValenciaThomas.Endocrine@dept.healthcare.org,(058)-7351419,(041) 0559302,"['nl', 'en']",Appointments,Riggs.Emergency@dept.healthcare.nl,027-6331162,010 4402155
,"['nl', 'en']",Referrals,WilliamsWilliams.Dentistry@dept.healthcare.org,+31(0)96 6558627,+31(0)77-5923559,"['de', 'en']",Emergency,Bakerr.Cardiovascular@dept.healthcare.org,+1-347-793-9685x69840,(910)368-8779x391
,['nl'],Information,ValenciaThomas.Public@dept.healthcare.org,+3160-6655565,(020) 6208561,"['et', 'en']",Referrals,Daniel.Neurologic@dept.healthcare.et,7762925773,876-767-5502x71852
,['et'],General Inquiries,Arnold@healthcare.org,795-239-8522,600.540.4943x8856,"['nl', 'en']",Referrals,ValenciaThomas.Endocrine@dept.healthcare.nl,(058)-7351419,(041) 0559302
,"['et', 'en']",Referrals,Mathis.Toxicologic@dept.healthcare.org,(532)537-9645x24465,538.395.0218x13265,['et'],ametisse nimetamine,Daniel.Physiotherapy@dept.healthcare.org,(669)386-4268,(373)813-7056
,"['nl', 'en']",Information,Riggs.Dentistry@dept.healthcare.org,+31(0)350-019861,(0098) 416565,['nl'],noodgeval,FaulknerHoward.Rheumatologic@dept.healthcare.org,+31(0)11-9752436,0388-571688
,"['et', 'en']",Referrals,LongMartinez.Hematologic@dept.healthcare.org,001-861-780-8548x852,8724383779,"['de', 'en']",Appointments,Guerrero.Toxiclogic@dept.healthcare.org,653-707-5799x3855,278.430.0803x602
,['nl'],Information,SantanaShaw.Primary@dept.healthcare.org,+3122 5638455,048-5521781,['et'],hÃ¤daolukord,Green.Anesthesia@dept.healthcare.org,+1-559-731-8734x648,592-453-2482x89177
,"['de', 'en']",Referrals,ReedFry.Midwifery@dept.healthcare.org,+1-654-297-7018,(206)249-1658x8042,['de'],Referrals,Garcgia.Public@dept.healthcare.org,5768910649,+1-752-463-3297x96930
,"['nl', 'en']",Staff,Chan.Toxicologic@dept.healthcare.org,(0186) 180455,(089)-6304883,"['et', 'en']",Information,Mathis.Laboratory@dept.healthcare.et,001-691-983-8727x95321,516.929.9513
,['et'],Billing,LongMartinez@healthcare.org,001-408-608-6259x118,(492)964-8022,['de'],Notfall,Williams.Gastroenterologic@dept.healthcare.org,319-438-1357,(844)892-6012
,"['de', 'en']",Information,LeePatton.Infectious@dept.healthcare.org,(515)498-3601,001-366-736-9526x455,['nl'],noodgeval,Chan.Gastroenterologic@dept.healthcare.org,+31(0)639-636510,+31(0)40-3753150
,['nl'],Emergency,Riggs.Pulmonary@dept.healthcare.org,+31(0)641 894827,(074)-6598211,['et'],suunamine,Daniel.Primary@dept.healthcare.org,9322973887,688.430.5334x4664
,"['et', 'en']",Referrals,Daniel.Neurologic@dept.healthcare.org,7762925773,876-767-5502x71852,"['de', 'en']",Information,Smith.Radiography@dept.healthcare.org,736.858.0559x7376,+1-441-795-0924
,['et'],Appointments,Bishop.Pathology@dept.healthcare.org,337-222-1289,001-227-419-5814x380,"['de', 'en']",Information,Newton.Toxicologic@dept.healthcare.org,(560)592-1070,656-723-1695
,['nl'],Staff,BuckBurke.Dentistry@dept.healthcare.org,032 3614982,055 4410510,['de'],General Inquiries,GibbReese@healthcare.org,402.484.0065x2822,7863408115
,['nl'],Administrative,FaulknerHoward@healthcare.org,+31578 156593,021-9489241,['et'],hÃ¤daolukord,Green.Anesthesia@dept.healthcare.org,+1-559-731-8734x648,592-453-2482x89177
,"['et', 'en']",Appointments,Garrett.Otolaryngologic@dept.healthcare.org,802-509-8453,3928436755,"['et', 'en']",Staff,Green.Public@dept.healthcare.et,356-293-8088,397-985-3806x55803
,['nl'],Emergency,Riggs.Pulmonary@dept.healthcare.org,+31(0)641 894827,(074)-6598211,"['et', 'en']",Information,Austin.Rheumatologic@dept.healthcare.et,(853)964-3273x56003,651-245-5602x2960
,['et'],General Inquiries,Arnold@healthcare.org,795-239-8522,600.540.4943x8856,"['de', 'en']",Emergency,Bakerr.Cardiovascular@dept.healthcare.org,+1-347-793-9685x69840,(910)368-8779x391
,"['et', 'en']",Emergency,Fisher.Cardiovascular@dept.healthcare.org,836.719.9370x31554,(969)675-0117x4387,"['de', 'en']",Billing,Garia@healthcare.org,524.492.6947x11801,+1-768-275-7738x93055
,"['et', 'en']",Emergency,Garrett.Anesthesia@dept.healthcare.org,+1-655-948-4207x39657,473-772-9840,"['de', 'en']",Information,LeePatton.Infectious@dept.healthcare.org,(515)498-3601,001-366-736-9526x455
,['de'],General Inquiries,GibbsReese@healthcare.org,402.484.0065x2822,7863408115,"['de', 'en']",Billing,Garia@healthcare.org,524.492.6947x11801,+1-768-275-7738x93055
,"['de', 'en']",Appointments,ReedFry.Endocrine@dept.healthcare.org,797.626.1494x025,+1-274-335-9196,['de'],Appointments,Newton.Toxicologic@dept.healthcare.de,(867)714-4618,(901)538-2849
,['nl'],Information,Nash.Hematologic@dept.healthcare.org,0788 364600,(071)-4954446,['nl'],Emergency,Riggs.Pulmonary@dept.healthcare.org,+31(0)641 894827,(074)-6598211
,['nl'],Appointments,WilliamsWilliams.Infectious@dept.healthcare.org,(0417) 241258,+31(0)559-254972,"['de', 'en']",Referrals,Johnson.Gnecologic@dept.healthcare.org,(704)280-9843x0781,+1-684-878-6942
,['nl'],General Inquiries,Lam@healthcare.org,+31(0)33-4088601,(0844)-301912,['et'],hÃ¤daolukord,Bishop.Plastic@dept.healthcare.org,(542)282-8785,(253)617-7670x48830
,['nl'],Appointments,PriceRobinson.Emergency@dept.healthcare.org,057-9567127,+31298-978166,['nl'],Emergency,ValenciaThormas.Geriatric@dept.healthcare.org,067-0090355,+31(0)16-6103758
,['de'],Referrals,LopezKey.Primary@dept.healthcare.org,001-510-232-5689x56360,(601)580-2105,['et'],General Inquiries,Green@healthcare.et,275.615.9179x533,886-684-8339
,"['nl', 'en']",Appointments,SantanaShaw.Anesthesia@dept.healthcare.org,056 4421978,+31(0)71-1726268,['de'],Notfall,Williams.Gastroenterologic@dept.healthcare.org,319-438-1357,(844)892-6012
,['et'],Staff,Arnold.Dermatology@dept.healthcare.org,+1-286-771-2721x647,799.475.4308x95127,['et'],personal,Carter.Urologic@dept.healthcare.org,9387443171,426.623.0577x154
,"['de', 'en']",Information,Baker.Respiratory@dept.healthcare.org,(588)583-2696x03608,499.900.8885,['et'],suunamine,Daniel.Primary@dept.healthcare.org,9322973887,688.430.5334x4664
,['de'],Staff,Baker.Gastroenterologic@dept.healthcare.org,(230)733-7758x92537,584-725-0107,['et'],suunamine,Brady.Gastroenterologic@dept.healthcare.org,(449)232-8774x711,001-999-641-5126
,['de'],Referrals,GibbsReese.Gastroenterologic@dept.healthcare.org,596.854.9487,602.202.8187x957,['de'],Notfall,Garcia.Psychiatric@dept.healthcare.org,915.499.8919x25474,463-459-4238
,"['et', 'en']",Referrals,Carter.Optometric@dept.healthcare.org,294-440-9541x0907,518.996.4982x3071,['de'],Appointments,Williams.Emergency@dept.healthcare.de,(894)778-0476x370,713-613-7306
,"['et', 'en']",Emergency,Green.Urologic@dept.healthcare.org,643.515.7458,(778)908-5327,['nl'],General Inquiries,WilliamsWiliams@healthcare.org,+31919-155875,+31(0)163 968373
,['et'],Appointments,Bishop.Pathology@dept.healthcare.org,337-222-1289,001-227-419-5814x380,['de'],Personal,ReedFry.Dermatology@dept.healthcare.org,001-270-498-4558x306,001-651-735-9834
,"['et', 'en']",Information,LongMartinez.Physiotherapy@dept.healthcare.org,(849)440-4525x5757,(995)800-1949x4682,['nl'],Algemene vragen,Riggs@healthcare.org,+31448 518321,+31(0)714-543910
,"['nl', 'en']",Emergency,FaulknerHoward.Toxicologic@dept.healthcare.org,0270 452519,059-3880588,['nl'],verwijzingen,Nash.Nursing@dept.healthcare.org,041 5604324,053 6068424
,['et'],Emergency,Green.Anesthesia@dept.healthcare.org,+1-559-731-8734x648,592-453-2482x89177,['nl'],Appointments,PriceRobinson.Emergency@dept.healthcare.nl,057-9567127,+31298-978166
,['de'],Appointments,Guerrero.Public@dept.healthcare.org,(289)805-1688,442-706-5159x5631,['de'],Personal,GibbsReese.Laboratory@dept.healthcare.org,+1-569-375-8884x869,646.346.6651x804
,"['et', 'en']",Administrative,Carter@healthcare.org,951-537-5806x6065,4618126486,['et'],ametisse nimetamine,Bishop.Pathology@dept.healthcare.org,337-222-1289,001-227-419-5814x380
,['nl'],Appointments,Riggs.Plastic@dept.healthcare.org,+31(0)10-7644694,(008) 1065335,"['et', 'en']",hÃ¤daolukord,Arnold.Speech@dept.healthcare.org,633-885-3094x4978,563.621.3624x987
,['de'],Referrals,Smith.Gastroenterologic@dept.healthcare.org,001-414-790-6456,001-545-371-0054x6936,"['de', 'en']",Appointments,Guerrero.Geriartric@dept.healthcare.org,500.653.0708,001-299-358-0386x8709
,['de'],Billing,Smith@healthcare.org,4353574485,001-604-450-9322x7175,['et'],Billing,Bshop@healthcare.org,(231)226-7835,+1-945-373-2585x7675
,"['nl', 'en']",Appointments,Nash.Anesthesia@dept.healthcare.org,(0083) 787995,040 0925263,['de'],Termine,Newton.Emergency@dept.healthcare.org,001-656-365-7299x03631,923-433-4113x710
,"['et', 'en']",Staff,Green.Public@dept.healthcare.org,356-293-8088,397-985-3806x55803,['et'],Referrals,Brady.Musculoskelletal@dept.healthcare.org,207.723.5310x6769,654-695-1507x9259
,['nl'],Information,ValenciaThomas.Public@dept.healthcare.org,+3160-6655565,(020) 6208561,"['de', 'en']",Appointments,Smith.Speech@dept.healthcare.de,815-467-9103x12707,891.719.2729x010
,['et'],Information,Fisher.Genetic@dept.healthcare.org,5434557439,695.588.1376x68944,"['et', 'en']",Information,Austin.Rheumatologic@dept.healthcare.et,(853)964-3273x56003,651-245-5602x2960
,['nl'],Emergency,Chan.Gastroenterologic@dept.healthcare.org,+31(0)639-636510,+31(0)40-3753150,"['de', 'en']",Appointments,Guerrero.Geriartric@dept.healthcare.org,500.653.0708,001-299-358-0386x8709
,['de'],Appointments,Newton.Toxicologic@dept.healthcare.org,(867)714-4618,(901)538-2849,['de'],Referrals,LeePatton.Hematologic@dept.healthcare.de,(831)743-2871x79740,784-732-2007x2721
,"['de', 'en']",Referrals,LeePatton.Midwifery@dept.healthcare.org,939.323.3323x132,512-533-8071,['nl'],Staff,PriceRobinson..Emergency@dept.healthcare.org,+3113 1233851,(0361) 141526
,['de'],Emergency,Baker.Anesthesia@dept.healthcare.org,(786)610-0132,001-229-863-8942x09877,"['de', 'en']",Appointments,Obrien.RRadiography@dept.healthcare.org,460-529-6419x417,2026010750
,"['et', 'en']",Referrals,Carter.Pediatric@dept.healthcare.org,001-445-584-4671x163,668-518-7344x0594,['et'],General Inquiries,Azrnold@healthcare.org,795-239-8522,600.540.4943x8856
,['nl'],Staff,SantanaShaw.Urologic@dept.healthcare.org,+31326 713312,(079) 4630887,"['de', 'en']",Information,Obrien.Geriatric@dept.healthcare.de,2518578223,680.695.9773x931
,"['et', 'en']",Referrals,LongMartinez.Hematologic@dept.healthcare.org,001-861-780-8548x852,8724383779,"['et', 'en']",Referrals,Carter.Optometric@dept.healthcare.et,294-440-9541x0907,518.996.4982x3071
,['de'],Appointments,Williams.Emergency@dept.healthcare.org,(894)778-0476x370,713-613-7306,['de'],Ãberweisungen,GibbsReese.Gastroenterologic@dept.healthcare.org,596.854.9487,602.202.8187x957
,"['de', 'en']",Emergency,Obrien.Nursing@dept.healthcare.org,323.303.3837x25660,654-421-5099x63625,"['nl', 'en']",Referrals,WilliamsWilliams.Dentitry@dept.healthcare.org,+31(0)96 6558627,+31(0)77-5923559
,"['de', 'en']",Staff,Newton.Urologic@dept.healthcare.org,891.667.9012x7643,+1-722-390-3140x32696,['de'],Information,Guerrero.Rheumatologic@dept.healthcare.de,(925)213-1356x2211,001-237-869-9643
,['et'],Staff,Austin.Rheumatologic@dept.healthcare.org,(890)673-4942x31631,(403)407-5452x6468,['et'],hÃ¤daolukord,Bishop.Plastic@dept.healthcare.org,(542)282-8785,(253)617-7670x48830
,['de'],Appointments,Cook.Endocrine@dept.healthcare.org,508-546-0002,001-408-652-2873x3602,['et'],General Inquiries,Braady@healthcare.org,610-587-3176,547.779.3615x34926
,['de'],Information,Cook.Community@dept.healthcare.org,001-746-576-8721x0996,350-227-5088,"['de', 'en']",Billing,Garia@healthcare.org,524.492.6947x11801,+1-768-275-7738x93055
,"['de', 'en']",Appointments,Johnson.Cardiovascular@dept.healthcare.org,+1-577-817-7002x6210,001-239-652-6514x45185,"['nl', 'en']",Staff,Lam.Obstetrric@dept.healthcare.org,069 8057358,(091)-0046863
,"['de', 'en']",Information,Smith.Radiography@dept.healthcare.org,736.858.0559x7376,+1-441-795-0924,"['nl', 'en']",Referrals,SantanaShaw.Rheumatologic@dept.healthcare.nl,(0834)-606772,+31(0)02 0865150
,"['de', 'en']",Staff,Smith.Rheumatologic@dept.healthcare.org,+1-607-584-5704x04432,731-869-9906,"['nl', 'en']",Emergency,PriceRobinson.Respiratory@dept.healthcare.nl,+31(0)97-1305645,0740 190587
,['et'],Appointments,Bishop.Pathology@dept.healthcare.org,337-222-1289,001-227-419-5814x380,"['de', 'en']",Appointments,Smith.Speech@dept.healthcare.de,815-467-9103x12707,891.719.2729x010
,"['et', 'en']",Information,Austin.Rheumatologic@dept.healthcare.org,(853)964-3273x56003,651-245-5602x2960,['nl'],noodgeval,Chan.Surgical@dept.healthcare.org,(0952) 163399,(042) 3373345
,['nl'],Emergency,ValenciaThomas.Geriatric@dept.healthcare.org,067-0090355,+31(0)16-6103758,['nl'],Information,Nash.Pharmacy@dept.healthcare.nl,+31(0)585-898643,+3168-2180831
,['de'],Information,Garcia.Pulmonary@dept.healthcare.org,520.890.7788,519-441-3491x16725,['nl'],verwijzingen,ValenciaThomas.Pulmonary@dept.healthcare.org,(041)-7298482,+3115-3711172
,"['et', 'en']",Staff,Green.Public@dept.healthcare.org,356-293-8088,397-985-3806x55803,['nl'],verwijzingen,ValenciaThomas.Laboratory@dept.healthcare.org,(041) 4622292,082-1686563
,['et'],Information,Daniel.Psychiatric@dept.healthcare.org,001-658-622-0693x123,001-944-984-5940x05165,['nl'],het factureren,ValenciaThomas@healthcare.org,(035)-5645641,(054)-6921658
,['et'],Billing,Bishop@healthcare.org,(231)226-7835,+1-945-373-2585x7675,['nl'],het factureren,ValenciaThomas@healthcare.org,(035)-5645641,(054)-6921658
,['de'],Staff,ReedFry.Dermatology@dept.healthcare.org,001-270-498-4558x306,001-651-735-9834,"['nl', 'en']",Referrals,PriceRobinson.Rheumatologic@dept.healthcare.nl,+31(0)86 3381050,0901-133345
,['nl'],Staff,BuckBurke.Dentistry@dept.healthcare.org,032 3614982,055 4410510,"['de', 'en']",Appointments,Obrien.RRadiography@dept.healthcare.org,460-529-6419x417,2026010750
,"['et', 'en']",Appointments,Brady.Toxicologic@dept.healthcare.org,553-308-3780x650,9047689415,['et'],Emergency,Green.Repsiratory@dept.healthcare.org,742.994.3126x2390,544.622.9322
,"['nl', 'en']",Referrals,SantanaShaw.Rheumatologic@dept.healthcare.org,(0834)-606772,+31(0)02 0865150,['nl'],noodgeval,FaulknerHoward.Rheumatologic@dept.healthcare.org,+31(0)11-9752436,0388-571688
,"['nl', 'en']",Referrals,ValenciaThomas.Endocrine@dept.healthcare.org,(058)-7351419,(041) 0559302,['nl'],Referrals,ValenciaThojmas.Obstetric@dept.healthcare.org,0242-447800,0265 599503
,['nl'],Staff,PriceRobinson.Emergency@dept.healthcare.org,+3113 1233851,(0361) 141526,['de'],Referrals,Cook.Urologic@dept.healthcare.de,001-422-797-1434,001-352-890-0420
,"['et', 'en']",Appointments,Brady.Toxicologic@dept.healthcare.org,553-308-3780x650,9047689415,['nl'],Staff,WilliamsWilliams.Communtiy@dept.healthcare.org,047 5469681,+31209-986267
,['et'],Billing,Bishop@healthcare.org,(231)226-7835,+1-945-373-2585x7675,['de'],Information,Cook.Community@dept.healthcare.de,001-746-576-8721x0996,350-227-5088
,['nl'],Information,SantanaShaw.Surgical@dept.healthcare.org,+31(0)203-943740,034 8340854,"['et', 'en']",Information,Arnold.Renal@dept.healthcare.et,5366036318,424-377-9740x712
,"['de', 'en']",Staff,Smith.Rheumatologic@dept.healthcare.org,+1-607-584-5704x04432,731-869-9906,"['et', 'en']",Referrals,Daniel.Neurologic@dept.healthcare.et,7762925773,876-767-5502x71852
,['nl'],Appointments,SantanaShaw.Dentistry@dept.healthcare.org,+3146-2082263,+31419-921707,['et'],Emergency,Green.Repsiratory@dept.healthcare.org,742.994.3126x2390,544.622.9322
,"['de', 'en']",Referrals,LeePatton.Pathology@dept.healthcare.org,(667)512-4257,+1-709-625-5689x829,['nl'],Staff,BuckBurke.Dentisrty@dept.healthcare.org,032 3614982,055 4410510
,['de'],Referrals,LopezKey.Primary@dept.healthcare.org,001-510-232-5689x56360,(601)580-2105,['de'],Appointments,Garcia.Aneesthesia@dept.healthcare.org,+1-208-361-6405x0051,9987000694
,['de'],Appointments,Smith.Speech@dept.healthcare.org,313-281-1819,+1-916-238-0262x16583,['de'],Appointments,Johnson.Genetic@dept.healthcare.de,461-881-4286,001-785-808-6459x61125
,['et'],Information,Daniel.Psychiatric@dept.healthcare.org,001-658-622-0693x123,001-944-984-5940x05165,"['de', 'en']",Staff,ReedFry.Nteurologic@dept.healthcare.org,(454)262-6764x3430,501.828.4795x741
,['et'],Referrals,Austin.Hematologic@dept.healthcare.org,(257)436-7809,001-888-387-2858x8598,"['et', 'en']",hÃ¤daolukord,Green.Urologic@dept.healthcare.org,643.515.7458,(778)908-5327
,['nl'],Staff,WilliamsWilliams.Community@dept.healthcare.org,047 5469681,+31209-986267,"['nl', 'en']",Appointments,BuckBurke.Laboratory@dept.healthcare.nl,+3130 4299423,(097)-6025894
,['et'],General Inquiries,Arnold@healthcare.org,795-239-8522,600.540.4943x8856,"['nl', 'en']",Appointments,Nash.Anesthesia@dept.healthcare.nl,(0083) 787995,040 0925263
,"['et', 'en']",Staff,Fisher.Public@dept.healthcare.org,+1-559-950-7694,(383)248-6763,['et'],Staff,Fisher.Otolaryngologic@dept.healthcare.et,(619)403-5767,427.213.5480
